CustomerID,Recency,Frequency,Monetary,RScore,FScore,MScore,RFMCell,RFMScore,Segment
13425,109,3,1624.21,2,3,4,"2,3,4",3.0,At Risk
13426,1,10,3641.32,5,5,5,"5,5,5",5.0,Champions
13427,20,3,582.6,4,3,3,"4,3,3",3.333333333333333,Potential Loyalists
13428,11,1,218.47,5,1,1,"5,1,1",2.333333333333333,New Customers
13429,11,4,1006.8,5,4,4,"5,4,4",4.333333333333333,Champions
13430,19,2,679.4499999999999,4,2,3,"4,2,3",3.0,Potential Loyalists
13431,68,2,1269.1,3,2,4,"3,2,4",3.0,Need Attention
13434,75,2,534.2400000000001,2,2,3,"2,2,3",2.333333333333333,Hibernating
13435,6,7,3809.89,5,5,5,"5,5,5",5.0,Champions
13436,2,1,196.89,5,1,1,"5,1,1",2.333333333333333,New Customers
13437,15,7,3408.06,4,5,5,"4,5,5",4.666666666666667,Champions
13439,256,1,283.71,1,1,2,"1,1,2",1.3333333333333333,Lost
13441,92,1,296.64000000000004,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13447,24,3,1129.14,4,3,4,"4,3,4",3.6666666666666665,Need Attention
13448,17,6,3539.3700000000003,4,4,5,"4,4,5",4.333333333333333,Champions
13449,24,1,291.88000000000005,4,1,2,"4,1,2",2.333333333333333,New Customers
13450,27,6,2043.72,4,4,4,"4,4,4",4.0,Loyal
13451,27,5,2976.15,4,4,5,"4,4,5",4.333333333333333,Champions
13452,260,2,590.0,1,2,3,"1,2,3",2.0,Hibernating
13453,166,2,356.98,2,2,2,"2,2,2",2.0,Hibernating
13455,25,2,1058.34,4,2,4,"4,2,4",3.333333333333333,Promising
13456,18,6,1766.7200000000005,4,4,4,"4,4,4",4.0,Loyal
13458,8,14,9646.57,5,5,5,"5,5,5",5.0,Champions
13460,30,2,183.44,4,2,1,"4,2,1",2.333333333333333,New Customers
13461,39,3,1445.0,3,3,4,"3,3,4",3.333333333333333,Need Attention
13462,253,1,151.5,1,1,1,"1,1,1",1.0,Lost
13464,59,1,674.6800000000001,3,1,3,"3,1,3",2.333333333333333,Promising
13466,185,1,307.90000000000003,1,1,2,"1,1,2",1.3333333333333333,Lost
13467,11,2,1083.71,5,2,4,"5,2,4",3.6666666666666665,Promising
13468,2,37,5704.97,5,5,5,"5,5,5",5.0,Champions
13470,100,2,165.0,2,2,1,"2,2,1",1.6666666666666667,About to Sleep
13471,2,4,2531.58,5,4,5,"5,4,5",4.666666666666667,Champions
13473,61,2,422.64,3,2,2,"3,2,2",2.333333333333333,Hibernating
13474,237,1,229.59,1,1,1,"1,1,1",1.0,Lost
13475,192,4,1431.78,1,4,4,"1,4,4",3.0,Cannot Lose Them
13476,179,2,1238.4699999999998,1,2,4,"1,2,4",2.333333333333333,At Risk
13477,38,6,1454.58,3,4,4,"3,4,4",3.6666666666666665,Loyal
13479,201,2,300.95,1,2,2,"1,2,2",1.6666666666666667,Hibernating
13481,46,5,1804.56,3,4,4,"3,4,4",3.6666666666666665,Loyal
13482,233,1,184.64,1,1,1,"1,1,1",1.0,Lost
13483,66,1,140.34,3,1,1,"3,1,1",1.6666666666666667,New Customers
13484,242,1,313.8,1,1,2,"1,1,2",1.3333333333333333,Lost
13485,234,1,454.24,1,1,2,"1,1,2",1.3333333333333333,Lost
13486,79,3,1122.41,2,3,4,"2,3,4",3.0,At Risk
13487,58,3,575.4,3,3,3,"3,3,3",3.0,Potential Loyalists
13488,18,13,8968.31,4,5,5,"4,5,5",4.666666666666667,Champions
13489,106,4,449.52,2,4,2,"2,4,2",2.6666666666666665,At Risk
13491,52,10,1215.82,3,5,4,"3,5,4",4.0,Loyal
13492,137,3,1269.84,2,3,4,"2,3,4",3.0,At Risk
13493,276,2,618.63,1,2,3,"1,2,3",2.0,Hibernating
13494,312,1,316.26000000000005,1,1,2,"1,1,2",1.3333333333333333,Lost
13495,8,5,2044.8700000000003,5,4,4,"5,4,4",4.333333333333333,Champions
13496,11,2,653.3299999999999,5,2,3,"5,2,3",3.333333333333333,Promising
13497,283,2,348.05,1,2,2,"1,2,2",1.6666666666666667,Hibernating
13499,18,5,1159.11,4,4,4,"4,4,4",4.0,Loyal
13500,24,3,1166.77,4,3,4,"4,3,4",3.6666666666666665,Need Attention
13501,289,1,1340.32,1,1,4,"1,1,4",2.0,Cannot Lose Them
13502,17,3,292.0,4,3,2,"4,3,2",3.0,Potential Loyalists
13503,72,1,216.85,3,1,1,"3,1,1",1.6666666666666667,New Customers
13504,65,1,295.93000000000006,3,1,2,"3,1,2",2.0,About to Sleep
13505,73,4,4393.63,2,4,5,"2,4,5",3.6666666666666665,At Risk
13506,317,2,458.52,1,2,2,"1,2,2",1.6666666666666667,Hibernating
13507,4,4,2479.1600000000003,5,4,5,"5,4,5",4.666666666666667,Champions
13508,244,1,110.97000000000004,1,1,1,"1,1,1",1.0,Lost
13509,9,7,979.72,5,5,4,"5,5,4",4.666666666666667,Champions
13510,2,4,1791.56,5,4,4,"5,4,4",4.333333333333333,Champions
13512,261,1,251.21,1,1,2,"1,1,2",1.3333333333333333,Lost
13513,127,1,205.1,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13514,74,1,152.20000000000002,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13515,73,4,891.1200000000001,2,4,3,"2,4,3",3.0,At Risk
13516,22,3,1389.41,4,3,4,"4,3,4",3.6666666666666665,Need Attention
13517,60,3,2128.42,3,3,5,"3,3,5",3.6666666666666665,Loyal
13518,86,1,659.4399999999998,2,1,3,"2,1,3",2.0,About to Sleep
13519,79,1,122.75,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13520,59,6,3624.35,3,4,5,"3,4,5",4.0,Loyal
13521,2,3,1093.65,5,3,4,"5,3,4",4.0,Need Attention
13522,31,1,125.8,4,1,1,"4,1,1",2.0,New Customers
13523,34,5,3964.88,3,4,5,"3,4,5",4.0,Loyal
13524,41,5,680.1800000000001,3,4,3,"3,4,3",3.333333333333333,Need Attention
13525,15,2,628.78,4,2,3,"4,2,3",3.0,Potential Loyalists
13527,34,7,2287.51,3,5,5,"3,5,5",4.333333333333333,Loyal
13529,79,2,307.76,2,2,2,"2,2,2",2.0,Hibernating
13531,206,2,483.80000000000007,1,2,2,"1,2,2",1.6666666666666667,Hibernating
13532,34,1,210.31,3,1,1,"3,1,1",1.6666666666666667,New Customers
13533,183,3,270.79,1,3,2,"1,3,2",2.0,Hibernating
13534,3,25,5870.08,5,5,5,"5,5,5",5.0,Champions
13536,2,7,3448.2900000000004,5,5,5,"5,5,5",5.0,Champions
13538,44,7,1280.85,3,5,4,"3,5,4",4.0,Loyal
13539,86,3,631.34,2,3,3,"2,3,3",2.6666666666666665,Hibernating
13544,40,2,291.41,3,2,2,"3,2,2",2.333333333333333,Hibernating
13546,13,3,626.99,5,3,3,"5,3,3",3.6666666666666665,Potential Loyalists
13548,97,2,682.4099999999999,2,2,3,"2,2,3",2.333333333333333,Hibernating
13549,26,7,918.2,4,5,3,"4,5,3",4.0,Potential Loyalists
13551,320,1,91.8,1,1,1,"1,1,1",1.0,Lost
13552,67,12,3740.07,3,5,5,"3,5,5",4.333333333333333,Loyal
13555,74,4,4149.28,2,4,5,"2,4,5",3.6666666666666665,At Risk
13557,29,2,584.06,4,2,3,"4,2,3",3.0,Potential Loyalists
13558,6,4,605.0600000000001,5,4,3,"5,4,3",4.0,Loyal
13560,8,1,174.36999999999998,5,1,1,"5,1,1",2.333333333333333,New Customers
13561,216,1,141.86,1,1,1,"1,1,1",1.0,Lost
13562,82,3,1799.33,2,3,4,"2,3,4",3.0,At Risk
13563,85,2,777.53,2,2,3,"2,2,3",2.333333333333333,Hibernating
13564,145,3,1749.02,2,3,4,"2,3,4",3.0,At Risk
13565,20,2,240.22000000000003,4,2,1,"4,2,1",2.333333333333333,New Customers
13566,41,2,874.7100000000003,3,2,3,"3,2,3",2.6666666666666665,Potential Loyalists
13568,174,1,192.85,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13569,18,2,373.75,4,2,2,"4,2,2",2.6666666666666665,New Customers
13570,244,1,239.49000000000004,1,1,1,"1,1,1",1.0,Lost
13571,13,12,2092.32,5,5,5,"5,5,5",5.0,Champions
13572,206,1,1384.2499999999998,1,1,4,"1,1,4",2.0,Cannot Lose Them
13573,51,2,294.4,3,2,2,"3,2,2",2.333333333333333,Hibernating
13575,24,5,732.0699999999999,4,4,3,"4,4,3",3.6666666666666665,Need Attention
13576,11,18,6717.34,5,5,5,"5,5,5",5.0,Champions
13577,26,4,1687.6,4,4,4,"4,4,4",4.0,Loyal
13579,15,2,467.04,4,2,2,"4,2,2",2.6666666666666665,New Customers
13581,310,1,118.0,1,1,1,"1,1,1",1.0,Lost
13583,156,1,781.03,2,1,3,"2,1,3",2.0,About to Sleep
13584,307,1,142.4,1,1,1,"1,1,1",1.0,Lost
13587,64,1,712.4,3,1,3,"3,1,3",2.333333333333333,Promising
13588,16,9,2478.9500000000003,4,5,5,"4,5,5",4.666666666666667,Champions
13589,15,2,379.65,4,2,2,"4,2,2",2.6666666666666665,New Customers
13590,12,6,1981.92,5,4,4,"5,4,4",4.333333333333333,Champions
13591,65,3,1117.13,3,3,4,"3,3,4",3.333333333333333,Need Attention
13592,36,4,247.96,3,4,1,"3,4,1",2.6666666666666665,Potential Loyalists
13593,109,5,2037.08,2,4,4,"2,4,4",3.333333333333333,At Risk
13594,53,1,396.97,3,1,2,"3,1,2",2.0,About to Sleep
13596,6,2,697.04,5,2,3,"5,2,3",3.333333333333333,Promising
13598,48,1,180.17,3,1,1,"3,1,1",1.6666666666666667,New Customers
13599,2,21,5153.67,5,5,5,"5,5,5",5.0,Champions
13600,313,1,219.52,1,1,1,"1,1,1",1.0,Lost
13601,46,2,693.3199999999999,3,2,3,"3,2,3",2.6666666666666665,Potential Loyalists
13602,65,1,428.89,3,1,2,"3,1,2",2.0,About to Sleep
13603,27,1,164.34,4,1,1,"4,1,1",2.0,New Customers
13606,30,3,280.54,4,3,2,"4,3,2",3.0,Potential Loyalists
13607,41,1,678.0100000000001,3,1,3,"3,1,3",2.333333333333333,Promising
13610,13,7,1131.88,5,5,4,"5,5,4",4.666666666666667,Champions
13611,90,3,1171.8000000000002,2,3,4,"2,3,4",3.0,At Risk
13614,25,4,1610.46,4,4,4,"4,4,4",4.0,Loyal
13615,319,1,417.6900000000001,1,1,2,"1,1,2",1.3333333333333333,Lost
13617,41,3,544.1800000000001,3,3,3,"3,3,3",3.0,Potential Loyalists
13618,174,1,177.34,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13621,117,1,213.85,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13623,31,5,747.78,4,4,3,"4,4,3",3.6666666666666665,Need Attention
13626,253,1,257.23,1,1,2,"1,1,2",1.3333333333333333,Lost
13627,60,5,1638.47,3,4,4,"3,4,4",3.6666666666666665,Loyal
13629,24,11,7792.36,4,5,5,"4,5,5",4.666666666666667,Champions
13630,6,7,2031.78,5,5,4,"5,5,4",4.666666666666667,Champions
13631,100,11,3070.42,2,5,5,"2,5,5",4.0,At Risk
13632,25,5,2121.27,4,4,5,"4,4,5",4.333333333333333,Champions
13634,34,5,1575.16,3,4,4,"3,4,4",3.6666666666666665,Loyal
13635,68,1,1071.03,3,1,4,"3,1,4",2.6666666666666665,Promising
13636,37,5,949.12,3,4,4,"3,4,4",3.6666666666666665,Loyal
13637,53,3,810.5,3,3,3,"3,3,3",3.0,Potential Loyalists
13638,16,1,122.64,4,1,1,"4,1,1",2.0,New Customers
13639,75,1,1033.34,2,1,4,"2,1,4",2.333333333333333,Cannot Lose Them
13642,216,1,354.8,1,1,2,"1,1,2",1.3333333333333333,Lost
13643,32,3,519.44,4,3,3,"4,3,3",3.333333333333333,Potential Loyalists
13644,17,4,2624.26,4,4,5,"4,4,5",4.333333333333333,Champions
13645,121,1,252.1,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13647,10,4,1678.12,5,4,4,"5,4,4",4.333333333333333,Champions
13649,257,2,346.6,1,2,2,"1,2,2",1.6666666666666667,Hibernating
13650,17,6,1836.34,4,4,4,"4,4,4",4.0,Loyal
13651,36,2,94.2,3,2,1,"3,2,1",2.0,About to Sleep
13652,46,3,1095.08,3,3,4,"3,3,4",3.333333333333333,Need Attention
13654,44,6,2707.33,3,4,5,"3,4,5",4.0,Loyal
13655,115,2,932.97,2,2,3,"2,2,3",2.333333333333333,Hibernating
13656,165,2,379.65,2,2,2,"2,2,2",2.0,Hibernating
13657,11,2,382.14,5,2,2,"5,2,2",3.0,Promising
13658,10,5,2639.17,5,4,5,"5,4,5",4.666666666666667,Champions
13659,206,2,1573.2000000000005,1,2,4,"1,2,4",2.333333333333333,At Risk
13662,86,3,897.76,2,3,3,"2,3,3",2.6666666666666665,Hibernating
13663,180,1,189.47,1,1,1,"1,1,1",1.0,Lost
13666,61,3,84.65,3,3,1,"3,3,1",2.333333333333333,About to Sleep
13667,150,1,305.0199999999999,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13668,3,21,6363.59,5,5,5,"5,5,5",5.0,Champions
13669,51,2,218.55,3,2,1,"3,2,1",2.0,About to Sleep
13670,76,1,349.7,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13672,302,2,186.39,1,2,1,"1,2,1",1.3333333333333333,Lost
13673,19,2,396.92,4,2,2,"4,2,2",2.6666666666666665,New Customers
13675,152,2,486.8200000000001,2,2,2,"2,2,2",2.0,Hibernating
13678,152,1,232.6,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13680,2,4,3722.42,5,4,5,"5,4,5",4.666666666666667,Champions
13681,18,4,827.83,4,4,3,"4,4,3",3.6666666666666665,Need Attention
13682,188,1,59.5,1,1,1,"1,1,1",1.0,Lost
13684,286,1,67.23,1,1,1,"1,1,1",1.0,Lost
13685,3,7,3119.44,5,5,5,"5,5,5",5.0,Champions
13686,183,1,72.0,1,1,1,"1,1,1",1.0,Lost
13689,64,1,910.0,3,1,3,"3,1,3",2.333333333333333,Promising
13690,60,1,172.25,3,1,1,"3,1,1",1.6666666666666667,New Customers
13692,25,3,1488.3200000000002,4,3,4,"4,3,4",3.6666666666666665,Need Attention
13694,4,50,65039.62,5,5,5,"5,5,5",5.0,Champions
13695,32,15,2504.13,4,5,5,"4,5,5",4.666666666666667,Champions
13697,39,1,151.3,3,1,1,"3,1,1",1.6666666666666667,New Customers
13699,156,1,308.58,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13700,27,10,2265.1200000000003,4,5,5,"4,5,5",4.666666666666667,Champions
13703,319,1,99.5,1,1,1,"1,1,1",1.0,Lost
13704,6,9,2308.06,5,5,5,"5,5,5",5.0,Champions
13705,8,3,711.86,5,3,3,"5,3,3",3.6666666666666665,Potential Loyalists
13706,303,1,330.79,1,1,2,"1,1,2",1.3333333333333333,Lost
13707,268,2,806.4099999999999,1,2,3,"1,2,3",2.0,Hibernating
13708,272,1,296.88,1,1,2,"1,1,2",1.3333333333333333,Lost
13709,4,13,6328.05,5,5,5,"5,5,5",5.0,Champions
13710,32,1,180.48,4,1,1,"4,1,1",2.0,New Customers
13711,219,2,252.06,1,2,2,"1,2,2",1.6666666666666667,Hibernating
13712,247,1,228.84,1,1,1,"1,1,1",1.0,Lost
13715,282,5,1079.34,1,4,4,"1,4,4",3.0,Cannot Lose Them
13716,270,1,138.28,1,1,1,"1,1,1",1.0,Lost
13717,33,6,1445.01,4,4,4,"4,4,4",4.0,Loyal
13718,247,2,306.55,1,2,2,"1,2,2",1.6666666666666667,Hibernating
13719,16,5,1041.68,4,4,4,"4,4,4",4.0,Loyal
13720,117,4,799.9,2,4,3,"2,4,3",3.0,At Risk
13721,37,1,524.1400000000001,3,1,3,"3,1,3",2.333333333333333,Promising
13722,132,3,2375.4100000000003,2,3,5,"2,3,5",3.333333333333333,At Risk
13723,218,1,199.85,1,1,1,"1,1,1",1.0,Lost
13725,50,8,1980.56,3,5,4,"3,5,4",4.0,Loyal
13726,39,2,1079.66,3,2,4,"3,2,4",3.0,Need Attention
13727,29,2,333.48,4,2,2,"4,2,2",2.6666666666666665,New Customers
13728,37,6,1016.14,3,4,4,"3,4,4",3.6666666666666665,Loyal
13730,136,2,752.6,2,2,3,"2,2,3",2.333333333333333,Hibernating
13731,220,2,610.59,1,2,3,"1,2,3",2.0,Hibernating
13732,29,1,491.86000000000007,4,1,3,"4,1,3",2.6666666666666665,Promising
13735,25,4,2885.24,4,4,5,"4,4,5",4.333333333333333,Champions
13736,6,2,731.9,5,2,3,"5,2,3",3.333333333333333,Promising
13737,201,1,339.6,1,1,2,"1,1,2",1.3333333333333333,Lost
13739,19,1,216.9,4,1,1,"4,1,1",2.0,New Customers
13740,241,1,350.75,1,1,2,"1,1,2",1.3333333333333333,Lost
13741,72,3,668.4300000000001,3,3,3,"3,3,3",3.0,Potential Loyalists
13742,17,12,3131.02,4,5,5,"4,5,5",4.666666666666667,Champions
13743,3,7,1341.6,5,5,4,"5,5,4",4.666666666666667,Champions
13744,96,2,1156.36,2,2,4,"2,2,4",2.6666666666666665,At Risk
13745,163,1,300.04,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13747,374,1,79.6,1,1,1,"1,1,1",1.0,Lost
13748,96,5,948.25,2,4,4,"2,4,4",3.333333333333333,At Risk
13750,54,5,1647.26,3,4,4,"3,4,4",3.6666666666666665,Loyal
13751,289,1,296.25,1,1,2,"1,1,2",1.3333333333333333,Lost
13752,125,6,1186.28,2,4,4,"2,4,4",3.333333333333333,At Risk
13753,288,1,741.26,1,1,3,"1,1,3",1.6666666666666667,Cannot Lose Them
13754,152,2,282.6,2,2,2,"2,2,2",2.0,Hibernating
13755,4,9,2161.35,5,5,5,"5,5,5",5.0,Champions
13756,3,14,5189.52,5,5,5,"5,5,5",5.0,Champions
13758,12,7,3190.55,5,5,5,"5,5,5",5.0,Champions
13759,34,2,659.41,3,2,3,"3,2,3",2.6666666666666665,Potential Loyalists
13760,55,2,286.79,3,2,2,"3,2,2",2.333333333333333,Hibernating
13761,51,2,1070.65,3,2,4,"3,2,4",3.0,Need Attention
13762,219,1,306.72,1,1,2,"1,1,2",1.3333333333333333,Lost
13763,64,1,1714.9599999999998,3,1,4,"3,1,4",2.6666666666666665,Promising
13764,71,3,1521.7600000000002,3,3,4,"3,3,4",3.333333333333333,Need Attention
13767,3,37,17220.36,5,5,5,"5,5,5",5.0,Champions
13769,3,10,2796.51,5,5,5,"5,5,5",5.0,Champions
13771,65,4,2634.45,3,4,5,"3,4,5",4.0,Loyal
13772,34,3,1132.13,3,3,4,"3,3,4",3.333333333333333,Need Attention
13774,82,1,345.0,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13777,1,33,25977.160000000003,5,5,5,"5,5,5",5.0,Champions
13778,104,1,178.7,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13780,8,2,360.01,5,2,2,"5,2,2",3.0,Promising
13781,251,1,127.84,1,1,1,"1,1,1",1.0,Lost
13782,13,6,912.0,5,4,3,"5,4,3",4.0,Loyal
13784,10,11,2462.79,5,5,5,"5,5,5",5.0,Champions
13786,368,1,230.4,1,1,1,"1,1,1",1.0,Lost
13787,76,2,309.04,2,2,2,"2,2,2",2.0,Hibernating
13790,5,1,348.79999999999995,5,1,2,"5,1,2",2.6666666666666665,New Customers
13791,128,2,1516.0,2,2,4,"2,2,4",2.6666666666666665,At Risk
13792,67,2,195.55,3,2,1,"3,2,1",2.0,About to Sleep
13798,2,57,37153.85,5,5,5,"5,5,5",5.0,Champions
13799,117,2,688.8599999999999,2,2,3,"2,2,3",2.333333333333333,Hibernating
13800,310,1,558.32,1,1,3,"1,1,3",1.6666666666666667,Cannot Lose Them
13801,67,1,324.79999999999995,3,1,2,"3,1,2",2.0,About to Sleep
13802,139,3,4599.42,2,3,5,"2,3,5",3.333333333333333,At Risk
13803,256,1,277.07000000000005,1,1,2,"1,1,2",1.3333333333333333,Lost
13804,31,7,2635.79,4,5,5,"4,5,5",4.666666666666667,Champions
13805,53,2,924.6,3,2,3,"3,2,3",2.6666666666666665,Potential Loyalists
13806,64,1,256.38,3,1,2,"3,1,2",2.0,About to Sleep
13807,368,1,112.6,1,1,1,"1,1,1",1.0,Lost
13808,6,5,1747.66,5,4,4,"5,4,4",4.333333333333333,Champions
13809,306,1,155.05,1,1,1,"1,1,1",1.0,Lost
13810,29,3,1499.01,4,3,4,"4,3,4",3.6666666666666665,Need Attention
13811,184,3,814.5,1,3,3,"1,3,3",2.333333333333333,At Risk
13812,43,3,539.0,3,3,3,"3,3,3",3.0,Potential Loyalists
13813,40,4,1366.86,3,4,4,"3,4,4",3.6666666666666665,Loyal
13814,93,2,1579.12,2,2,4,"2,2,4",2.6666666666666665,At Risk
13815,23,4,4027.36,4,4,5,"4,4,5",4.333333333333333,Champions
13816,24,2,571.6700000000001,4,2,3,"4,2,3",3.0,Potential Loyalists
13817,30,2,382.9800000000001,4,2,2,"4,2,2",2.6666666666666665,New Customers
13819,302,3,1140.35,1,3,4,"1,3,4",2.6666666666666665,At Risk
13821,145,2,385.64,2,2,2,"2,2,2",2.0,Hibernating
13822,6,2,632.0,5,2,3,"5,2,3",3.333333333333333,Promising
13823,19,2,957.66,4,2,4,"4,2,4",3.333333333333333,Promising
13824,33,5,1698.94,4,4,4,"4,4,4",4.0,Loyal
13826,177,1,189.5,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13827,58,3,412.05,3,3,2,"3,3,2",2.6666666666666665,Hibernating
13828,23,1,209.49000000000004,4,1,1,"4,1,1",2.0,New Customers
13831,17,6,2202.99,4,4,5,"4,4,5",4.333333333333333,Champions
13832,20,1,52.2,4,1,1,"4,1,1",2.0,New Customers
13833,160,1,384.7999999999999,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13835,26,4,834.57,4,4,3,"4,4,3",3.6666666666666665,Need Attention
13837,212,2,271.24,1,2,2,"1,2,2",1.6666666666666667,Hibernating
13838,6,4,691.73,5,4,3,"5,4,3",4.0,Loyal
13841,253,1,85.0,1,1,1,"1,1,1",1.0,Lost
13842,59,9,3385.62,3,5,5,"3,5,5",4.333333333333333,Loyal
13844,12,1,361.62,5,1,2,"5,1,2",2.6666666666666665,New Customers
13845,65,1,312.98,3,1,2,"3,1,2",2.0,About to Sleep
13846,25,3,865.06,4,3,3,"4,3,3",3.333333333333333,Potential Loyalists
13848,93,3,1255.0,2,3,4,"2,3,4",3.0,At Risk
13849,52,2,1537.9499999999998,3,2,4,"3,2,4",3.0,Need Attention
13850,130,1,1595.4800000000002,2,1,4,"2,1,4",2.333333333333333,Cannot Lose Them
13851,96,3,2651.4600000000005,2,3,5,"2,3,5",3.333333333333333,At Risk
13853,58,1,1090.14,3,1,4,"3,1,4",2.6666666666666665,Promising
13854,9,25,8109.52,5,5,5,"5,5,5",5.0,Champions
13856,169,3,388.5,2,3,2,"2,3,2",2.333333333333333,Hibernating
13858,58,1,216.17,3,1,1,"3,1,1",1.6666666666666667,New Customers
13859,327,1,201.16,1,1,1,"1,1,1",1.0,Lost
13860,2,5,1245.9,5,4,4,"5,4,4",4.333333333333333,Champions
13862,19,8,2209.36,4,5,5,"4,5,5",4.666666666666667,Champions
13863,248,1,305.78,1,1,2,"1,1,2",1.3333333333333333,Lost
13865,59,4,501.56,3,4,3,"3,4,3",3.333333333333333,Need Attention
13866,75,1,145.67,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13867,32,3,1015.29,4,3,4,"4,3,4",3.6666666666666665,Need Attention
13868,8,2,3192.54,5,2,5,"5,2,5",4.0,Promising
13869,124,4,3104.95,2,4,5,"2,4,5",3.6666666666666665,At Risk
13870,3,8,2770.94,5,5,5,"5,5,5",5.0,Champions
13871,23,13,6403.25,4,5,5,"4,5,5",4.666666666666667,Champions
13873,120,3,389.6,2,3,2,"2,3,2",2.333333333333333,Hibernating
13874,359,1,540.45,1,1,3,"1,1,3",1.6666666666666667,Cannot Lose Them
13875,54,5,1786.79,3,4,4,"3,4,4",3.6666666666666665,Loyal
13876,64,1,122.7,3,1,1,"3,1,1",1.6666666666666667,New Customers
13877,87,1,117.24,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13878,55,1,1281.53,3,1,4,"3,1,4",2.6666666666666665,Promising
13880,22,13,3219.77,4,5,5,"4,5,5",4.666666666666667,Champions
13881,4,20,17159.52,5,5,5,"5,5,5",5.0,Champions
13882,3,5,1191.13,5,4,4,"5,4,4",4.333333333333333,Champions
13883,11,5,2674.48,5,4,5,"5,4,5",4.666666666666667,Champions
13884,8,5,787.6,5,4,3,"5,4,3",4.0,Loyal
13885,190,2,506.80000000000007,1,2,3,"1,2,3",2.0,Hibernating
13886,72,1,243.56,3,1,1,"3,1,1",1.6666666666666667,New Customers
13887,205,1,349.54999999999995,1,1,2,"1,1,2",1.3333333333333333,Lost
13888,120,2,605.63,2,2,3,"2,2,3",2.333333333333333,Hibernating
13889,93,1,416.9,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13890,2,10,1883.81,5,5,4,"5,5,4",4.666666666666667,Champions
13892,27,4,632.9699999999999,4,4,3,"4,4,3",3.6666666666666665,Need Attention
13893,298,1,821.1000000000001,1,1,3,"1,1,3",1.6666666666666667,Cannot Lose Them
13894,24,3,564.62,4,3,3,"4,3,3",3.333333333333333,Potential Loyalists
13895,29,4,2593.07,4,4,5,"4,4,5",4.333333333333333,Champions
13897,51,1,311.16,3,1,2,"3,1,2",2.0,About to Sleep
13898,326,1,155.93,1,1,1,"1,1,1",1.0,Lost
13899,17,2,388.52,4,2,2,"4,2,2",2.6666666666666665,New Customers
13900,184,3,740.95,1,3,3,"1,3,3",2.333333333333333,At Risk
13901,73,5,2867.2,2,4,5,"2,4,5",3.6666666666666665,At Risk
13904,38,2,332.64,3,2,2,"3,2,2",2.333333333333333,Hibernating
13908,80,4,2369.55,2,4,5,"2,4,5",3.6666666666666665,At Risk
13911,58,9,2580.91,3,5,5,"3,5,5",4.333333333333333,Loyal
13914,12,2,626.45,5,2,3,"5,2,3",3.333333333333333,Promising
13917,50,2,272.0400000000001,3,2,2,"3,2,2",2.333333333333333,Hibernating
13918,50,2,1212.84,3,2,4,"3,2,4",3.0,Need Attention
13919,60,2,384.81,3,2,2,"3,2,2",2.333333333333333,Hibernating
13922,352,1,172.24999999999997,1,1,1,"1,1,1",1.0,Lost
13923,54,1,351.13000000000005,3,1,2,"3,1,2",2.0,About to Sleep
13924,2,6,1838.85,5,4,4,"5,4,4",4.333333333333333,Champions
13925,93,4,678.25,2,4,3,"2,4,3",3.0,At Risk
13926,24,1,223.85,4,1,1,"4,1,1",2.0,New Customers
13927,75,1,348.99000000000007,2,1,2,"2,1,2",1.6666666666666667,Hibernating
13928,11,4,464.57,5,4,2,"5,4,2",3.6666666666666665,Potential Loyalists
13929,170,2,842.6500000000001,2,2,3,"2,2,3",2.333333333333333,Hibernating
13930,58,2,337.34000000000003,3,2,2,"3,2,2",2.333333333333333,Hibernating
13931,96,2,1237.5300000000002,2,2,4,"2,2,4",2.6666666666666665,At Risk
13932,295,1,307.4,1,1,2,"1,1,2",1.3333333333333333,Lost
13933,110,2,608.79,2,2,3,"2,2,3",2.333333333333333,Hibernating
13934,264,1,922.1,1,1,3,"1,1,3",1.6666666666666667,Cannot Lose Them
13936,180,1,376.5799999999999,1,1,2,"1,1,2",1.3333333333333333,Lost
13937,170,1,158.85,2,1,1,"2,1,1",1.3333333333333333,Hibernating
13938,36,1,71.66,3,1,1,"3,1,1",1.6666666666666667,New Customers
13939,24,3,568.5500000000001,4,3,3,"4,3,3",3.333333333333333,Potential Loyalists
13940,18,4,839.1400000000001,4,4,3,"4,4,3",3.6666666666666665,Need Attention
13941,22,5,5112.96,4,4,5,"4,4,5",4.333333333333333,Champions
