CustomerID,Recency,Frequency,Monetary,RScore,FScore,MScore,RFMCell,RFMScore
13804,31,7,2635.79,4,5,5,"4,5,5",4.666666666666667
13805,53,2,924.6,3,2,3,"3,2,3",2.6666666666666665
13806,64,1,256.38,3,1,2,"3,1,2",2.0
13807,368,1,112.6,1,1,1,"1,1,1",1.0
13808,6,5,1747.6599999999999,5,4,4,"5,4,4",4.333333333333333
13809,306,1,155.05,1,1,1,"1,1,1",1.0
13810,29,3,1499.01,4,3,4,"4,3,4",3.6666666666666665
13811,184,3,814.5,1,3,3,"1,3,3",2.3333333333333335
13812,43,3,539.0,3,3,3,"3,3,3",3.0
13813,40,4,1366.8600000000001,3,4,4,"3,4,4",3.6666666666666665
13814,93,2,1579.1200000000001,2,2,4,"2,2,4",2.6666666666666665
13815,23,4,4027.36,4,4,5,"4,4,5",4.333333333333333
13816,24,2,571.6700000000001,4,2,3,"4,2,3",3.0
13817,30,2,382.9800000000001,4,2,2,"4,2,2",2.6666666666666665
13819,302,3,1140.35,1,3,4,"1,3,4",2.6666666666666665
13821,145,2,385.64,2,2,2,"2,2,2",2.0
13822,6,2,632.0,5,2,3,"5,2,3",3.3333333333333335
13823,19,2,957.6600000000001,4,2,4,"4,2,4",3.3333333333333335
13824,33,5,1698.94,4,4,4,"4,4,4",4.0
13826,177,1,189.5,2,1,1,"2,1,1",1.3333333333333333
13827,58,3,412.05,3,3,2,"3,3,2",2.6666666666666665
13828,23,1,209.49000000000004,4,1,1,"4,1,1",2.0
13831,17,6,2202.99,4,4,5,"4,4,5",4.333333333333333
13832,20,1,52.2,4,1,1,"4,1,1",2.0
13833,160,1,384.7999999999999,2,1,2,"2,1,2",1.6666666666666667
13835,26,4,834.57,4,4,3,"4,4,3",3.6666666666666665
13837,212,2,271.24,1,2,2,"1,2,2",1.6666666666666667
13838,6,4,691.73,5,4,3,"5,4,3",4.0
13841,253,1,85.0,1,1,1,"1,1,1",1.0
13842,59,9,3385.62,3,5,5,"3,5,5",4.333333333333333
13844,12,1,361.62,5,1,2,"5,1,2",2.6666666666666665
13845,65,1,312.98,3,1,2,"3,1,2",2.0
13846,25,3,865.06,4,3,3,"4,3,3",3.3333333333333335
13848,93,3,1255.0,2,3,4,"2,3,4",3.0
13849,52,2,1537.9499999999998,3,2,4,"3,2,4",3.0
13850,130,1,1595.4800000000002,2,1,4,"2,1,4",2.3333333333333335
13851,96,3,2651.4600000000005,2,3,5,"2,3,5",3.3333333333333335
13853,58,1,1090.14,3,1,4,"3,1,4",2.6666666666666665
13854,9,25,8109.52,5,5,5,"5,5,5",5.0
13856,169,3,388.5,2,3,2,"2,3,2",2.3333333333333335
13858,58,1,216.17,3,1,1,"3,1,1",1.6666666666666667
13859,327,1,201.16,1,1,1,"1,1,1",1.0
13860,2,5,1245.9,5,4,4,"5,4,4",4.333333333333333
13862,19,8,2209.36,4,5,5,"4,5,5",4.666666666666667
13863,248,1,305.78,1,1,2,"1,1,2",1.3333333333333333
13865,59,4,501.56,3,4,3,"3,4,3",3.3333333333333335
13866,75,1,145.67,2,1,1,"2,1,1",1.3333333333333333
13867,32,3,1015.29,4,3,4,"4,3,4",3.6666666666666665
13868,8,2,3192.54,5,2,5,"5,2,5",4.0
13869,124,4,3104.95,2,4,5,"2,4,5",3.6666666666666665
13870,3,8,2770.94,5,5,5,"5,5,5",5.0
13871,23,13,6403.25,4,5,5,"4,5,5",4.666666666666667
13873,120,3,389.6,2,3,2,"2,3,2",2.3333333333333335
13874,359,1,540.45,1,1,3,"1,1,3",1.6666666666666667
13875,54,5,1786.79,3,4,4,"3,4,4",3.6666666666666665
13876,64,1,122.7,3,1,1,"3,1,1",1.6666666666666667
13877,87,1,117.24,2,1,1,"2,1,1",1.3333333333333333
13878,55,1,1281.53,3,1,4,"3,1,4",2.6666666666666665
13880,22,13,3219.77,4,5,5,"4,5,5",4.666666666666667
13881,4,20,17159.52,5,5,5,"5,5,5",5.0
13882,3,5,1191.13,5,4,4,"5,4,4",4.333333333333333
13883,11,5,2674.48,5,4,5,"5,4,5",4.666666666666667
13884,8,5,787.6,5,4,3,"5,4,3",4.0
13885,190,2,506.80000000000007,1,2,3,"1,2,3",2.0
13886,72,1,243.56,3,1,1,"3,1,1",1.6666666666666667
13887,205,1,349.54999999999995,1,1,2,"1,1,2",1.3333333333333333
13888,120,2,605.63,2,2,3,"2,2,3",2.3333333333333335
13889,93,1,416.9,2,1,2,"2,1,2",1.6666666666666667
13890,2,10,1883.8100000000002,5,5,4,"5,5,4",4.666666666666667
13892,27,4,632.9699999999999,4,4,3,"4,4,3",3.6666666666666665
13893,298,1,821.1000000000001,1,1,3,"1,1,3",1.6666666666666667
13894,24,3,564.62,4,3,3,"4,3,3",3.3333333333333335
13895,29,4,2593.07,4,4,5,"4,4,5",4.333333333333333
13897,51,1,311.16,3,1,2,"3,1,2",2.0
13898,326,1,155.93,1,1,1,"1,1,1",1.0
13899,17,2,388.52,4,2,2,"4,2,2",2.6666666666666665
13900,184,3,740.95,1,3,3,"1,3,3",2.3333333333333335
13901,73,5,2867.2,2,4,5,"2,4,5",3.6666666666666665
13904,38,2,332.64,3,2,2,"3,2,2",2.3333333333333335
13908,80,4,2369.55,2,4,5,"2,4,5",3.6666666666666665
13911,58,9,2580.91,3,5,5,"3,5,5",4.333333333333333
13914,12,2,626.45,5,2,3,"5,2,3",3.3333333333333335
13917,50,2,272.0400000000001,3,2,2,"3,2,2",2.3333333333333335
13918,50,2,1212.84,3,2,4,"3,2,4",3.0
13919,60,2,384.81,3,2,2,"3,2,2",2.3333333333333335
13922,352,1,172.24999999999997,1,1,1,"1,1,1",1.0
13923,54,1,351.13000000000005,3,1,2,"3,1,2",2.0
13924,2,6,1838.8500000000001,5,4,4,"5,4,4",4.333333333333333
13925,93,4,678.25,2,4,3,"2,4,3",3.0
13926,24,1,223.85,4,1,1,"4,1,1",2.0
13927,75,1,348.99000000000007,2,1,2,"2,1,2",1.6666666666666667
13928,11,4,464.57,5,4,2,"5,4,2",3.6666666666666665
13929,170,2,842.6500000000001,2,2,3,"2,2,3",2.3333333333333335
13930,58,2,337.34000000000003,3,2,2,"3,2,2",2.3333333333333335
13931,96,2,1237.5300000000002,2,2,4,"2,2,4",2.6666666666666665
13932,295,1,307.4,1,1,2,"1,1,2",1.3333333333333333
13933,110,2,608.79,2,2,3,"2,2,3",2.3333333333333335
13934,264,1,922.1,1,1,3,"1,1,3",1.6666666666666667
13936,180,1,376.5799999999999,1,1,2,"1,1,2",1.3333333333333333
13937,170,1,158.85,2,1,1,"2,1,1",1.3333333333333333
13938,36,1,71.66,3,1,1,"3,1,1",1.6666666666666667
13939,24,3,568.5500000000001,4,3,3,"4,3,3",3.3333333333333335
13940,18,4,839.1400000000001,4,4,3,"4,4,3",3.6666666666666665
13941,22,5,5112.96,4,4,5,"4,4,5",4.333333333333333
13946,80,3,561.57,2,3,3,"2,3,3",2.6666666666666665
13947,66,1,90.6,3,1,1,"3,1,1",1.6666666666666667
13948,361,1,102.0,1,1,1,"1,1,1",1.0
13949,3,6,2427.32,5,4,5,"5,4,5",4.666666666666667
13950,12,4,745.06,5,4,3,"5,4,3",4.0
13951,177,3,674.45,2,3,3,"2,3,3",2.6666666666666665
13952,218,2,3251.071,1,2,5,"1,2,5",2.6666666666666665
13953,8,7,3515.6800000000003,5,5,5,"5,5,5",5.0
13954,2,2,439.91999999999996,5,2,2,"5,2,2",3.0
13955,155,2,322.96,2,2,2,"2,2,2",2.0
13956,6,5,1026.42,5,4,4,"5,4,4",4.333333333333333
13959,80,3,598.2,2,3,3,"2,3,3",2.6666666666666665
13960,22,2,230.22,4,2,1,"4,2,1",2.3333333333333335
13962,22,2,169.55,4,2,1,"4,2,1",2.3333333333333335
13963,309,4,664.5400000000001,1,4,3,"1,4,3",2.6666666666666665
13967,146,1,80.7,2,1,1,"2,1,1",1.3333333333333333
13969,8,18,9053.94,5,5,5,"5,5,5",5.0
13971,19,8,2758.26,4,5,5,"4,5,5",4.666666666666667
13972,71,2,190.25,3,2,1,"3,2,1",2.0
13973,288,1,264.7,1,1,2,"1,1,2",1.3333333333333333
13974,50,1,413.59,3,1,2,"3,1,2",2.0
13975,32,6,2526.2799999999997,4,4,5,"4,4,5",4.333333333333333
13976,207,1,357.98,1,1,2,"1,1,2",1.3333333333333333
13978,15,2,196.78999999999996,4,2,1,"4,2,1",2.3333333333333335
13979,74,1,869.8699999999998,2,1,3,"2,1,3",2.0
13980,61,1,200.14,3,1,1,"3,1,1",1.6666666666666667
13982,40,4,1871.81,3,4,4,"3,4,4",3.6666666666666665
13983,30,12,2603.4300000000003,4,5,5,"4,5,5",4.666666666666667
13984,27,5,920.51,4,4,3,"4,4,3",3.6666666666666665
13985,5,15,7060.13,5,5,5,"5,5,5",5.0
13986,18,1,320.46000000000004,4,1,2,"4,1,2",2.3333333333333335
13988,20,6,4147.96,4,4,5,"4,4,5",4.333333333333333
13989,66,2,1266.08,3,2,4,"3,2,4",3.0
13990,214,1,311.3,1,1,2,"1,1,2",1.3333333333333333
13991,13,6,855.97,5,4,3,"5,4,3",4.0
13992,31,1,76.8,4,1,1,"4,1,1",2.0
13993,43,9,3466.3599999999997,3,5,5,"3,5,5",4.333333333333333
13994,4,6,2313.14,5,4,5,"5,4,5",4.666666666666667
13995,16,5,1393.69,4,4,4,"4,4,4",4.0
13999,11,12,3901.8100000000004,5,5,5,"5,5,5",5.0
14000,212,1,635.6600000000001,1,1,3,"1,1,3",1.6666666666666667
14001,46,3,2043.08,3,3,4,"3,3,4",3.3333333333333335
14002,135,2,529.7299999999999,2,2,3,"2,2,3",2.3333333333333335
14004,44,7,4582.639999999999,3,5,5,"3,5,5",4.333333333333333
14005,10,5,2874.7200000000003,5,4,5,"5,4,5",4.666666666666667
14006,116,3,962.19,2,3,4,"2,3,4",3.0
14009,199,2,695.61,1,2,3,"1,2,3",2.0
14012,278,1,328.8,1,1,2,"1,1,2",1.3333333333333333
14013,111,3,473.02,2,3,2,"2,3,2",2.3333333333333335
14014,78,1,505.18,2,1,3,"2,1,3",2.0
14015,53,1,917.34,3,1,3,"3,1,3",2.3333333333333335
14016,162,4,4341.209999999999,2,4,5,"2,4,5",3.6666666666666665
14019,47,3,1421.61,3,3,4,"3,3,4",3.3333333333333335
14020,17,2,642.8,4,2,3,"4,2,3",3.0
14021,156,3,631.9,2,3,3,"2,3,3",2.6666666666666665
14022,226,1,440.0,1,1,2,"1,1,2",1.3333333333333333
14023,8,2,584.0699999999999,5,2,3,"5,2,3",3.3333333333333335
14024,122,2,327.7,2,2,2,"2,2,2",2.0
14027,61,1,104.82000000000002,3,1,1,"3,1,1",1.6666666666666667
14029,64,2,467.66,3,2,2,"3,2,2",2.3333333333333335
14030,19,8,2360.09,4,5,5,"4,5,5",4.666666666666667
14031,8,19,17286.86,5,5,5,"5,5,5",5.0
14032,3,11,2975.59,5,5,5,"5,5,5",5.0
14034,23,3,651.8199999999999,4,3,3,"4,3,3",3.3333333333333335
14035,29,5,1428.02,4,4,4,"4,4,4",4.0
14036,285,1,626.65,1,1,3,"1,1,3",1.6666666666666667
14037,177,2,147.2,2,2,1,"2,2,1",1.6666666666666667
14038,79,3,1560.3799999999999,2,3,4,"2,3,4",3.0
14039,34,1,152.2,3,1,1,"3,1,1",1.6666666666666667
14040,41,12,3614.92,3,5,5,"3,5,5",4.333333333333333
14041,267,1,141.41,1,1,1,"1,1,1",1.0
14044,27,4,652.82,4,4,3,"4,4,3",3.6666666666666665
14045,110,4,1659.75,2,4,4,"2,4,4",3.3333333333333335
14046,285,1,154.99,1,1,1,"1,1,1",1.0
14047,9,5,1308.6100000000001,5,4,4,"5,4,4",4.333333333333333
14048,306,1,409.93,1,1,2,"1,1,2",1.3333333333333333
14049,17,4,5681.719999999999,4,4,5,"4,4,5",4.333333333333333
14050,32,2,746.36,4,2,3,"4,2,3",3.0
14051,1,23,15610.39,5,5,5,"5,5,5",5.0
14052,20,1,225.36,4,1,1,"4,1,1",2.0
14053,125,2,260.25,2,2,2,"2,2,2",2.0
14054,66,1,92.46,3,1,1,"3,1,1",1.6666666666666667
14055,107,1,725.6400000000001,2,1,3,"2,1,3",2.0
14056,2,23,8214.65,5,5,5,"5,5,5",5.0
14057,24,17,6217.96,4,5,5,"4,5,5",4.666666666666667
14059,267,1,183.6,1,1,1,"1,1,1",1.0
14060,5,19,6140.42,5,5,5,"5,5,5",5.0
14062,10,12,10464.85,5,5,5,"5,5,5",5.0
14064,30,5,1353.74,4,4,4,"4,4,4",4.0
14066,267,1,152.55,1,1,1,"1,1,1",1.0
14067,64,2,374.70000000000005,3,2,2,"3,2,2",2.3333333333333335
14068,321,1,265.85,1,1,2,"1,1,2",1.3333333333333333
14071,4,8,1438.82,5,5,4,"5,5,4",4.666666666666667
14073,33,1,151.04,4,1,1,"4,1,1",2.0
14075,5,3,942.26,5,3,3,"5,3,3",3.6666666666666665
14076,130,1,122.47,2,1,1,"2,1,1",1.3333333333333333
14077,41,5,499.42,3,4,3,"3,4,3",3.3333333333333335
14078,102,6,1049.37,2,4,4,"2,4,4",3.3333333333333335
14079,125,1,375.0999999999999,2,1,2,"2,1,2",1.6666666666666667
14080,33,1,45.6,4,1,1,"4,1,1",2.0
14081,303,2,934.52,1,2,3,"1,2,3",2.0
14082,365,1,182.25,1,1,1,"1,1,1",1.0
14083,5,9,1018.4300000000001,5,5,4,"5,5,4",4.666666666666667
14085,3,18,4448.54,5,5,5,"5,5,5",5.0
14087,3,1,194.42,5,1,1,"5,1,1",2.3333333333333335
14088,11,13,50491.81,5,5,5,"5,5,5",5.0
14089,57,1,161.0,3,1,1,"3,1,1",1.6666666666666667
14090,325,1,76.32000000000001,1,1,1,"1,1,1",1.0
14092,8,14,4076.91,5,5,5,"5,5,5",5.0
14093,13,1,442.85,5,1,2,"5,1,2",2.6666666666666665
14096,5,17,65164.79,5,5,5,"5,5,5",5.0
14098,37,1,147.34999999999997,3,1,1,"3,1,1",1.6666666666666667
14099,17,11,3104.17,4,5,5,"4,5,5",4.666666666666667
14100,138,1,194.90000000000003,2,1,1,"2,1,1",1.3333333333333333
14101,74,6,5976.79,2,4,5,"2,4,5",3.6666666666666665
14102,6,5,1360.28,5,4,4,"5,4,4",4.333333333333333
14104,155,2,216.21,2,2,1,"2,2,1",1.6666666666666667
14105,240,1,1266.23,1,1,4,"1,1,4",2.0
14107,52,7,2703.23,3,5,5,"3,5,5",4.333333333333333
14108,31,2,597.9100000000001,4,2,3,"4,2,3",3.0
14109,73,1,144.2,2,1,1,"2,1,1",1.3333333333333333
14110,4,12,5683.15,5,5,5,"5,5,5",5.0
14111,15,4,692.85,4,4,3,"4,4,3",3.6666666666666665
14112,23,7,2915.15,4,5,5,"4,5,5",4.666666666666667
14113,4,4,1840.4199999999998,5,4,4,"5,4,4",4.333333333333333
14114,274,2,386.53,1,2,2,"1,2,2",1.6666666666666667
14116,20,5,1382.74,4,4,4,"4,4,4",4.0
14117,144,1,90.0,2,1,1,"2,1,1",1.3333333333333333
14121,4,4,2780.1499999999996,5,4,5,"5,4,5",4.666666666666667
14124,85,1,419.58,2,1,2,"2,1,2",1.6666666666666667
14125,11,3,2740.43,5,3,5,"5,3,5",4.333333333333333
14126,8,3,706.13,5,3,3,"5,3,3",3.6666666666666665
14127,123,3,709.71,2,3,3,"2,3,3",2.6666666666666665
14128,61,2,637.5,3,2,3,"3,2,3",2.6666666666666665
14129,2,5,1123.8600000000001,5,4,4,"5,4,4",4.333333333333333
14130,320,1,483.86,1,1,2,"1,1,2",1.3333333333333333
14132,3,11,3586.03,5,5,5,"5,5,5",5.0
14133,130,3,605.64,2,3,3,"2,3,3",2.6666666666666665
14135,2,15,4690.31,5,5,5,"5,5,5",5.0
14138,2,2,982.3800000000001,5,2,4,"5,2,4",3.6666666666666665
14139,47,1,415.82,3,1,2,"3,1,2",2.0
14140,4,2,935.05,5,2,3,"5,2,3",3.3333333333333335
14141,3,4,915.13,5,4,3,"5,4,3",4.0
14142,374,1,311.81,1,1,2,"1,1,2",1.3333333333333333
14143,134,1,115.8,2,1,1,"2,1,1",1.3333333333333333
14145,47,4,3742.2,3,4,5,"3,4,5",4.0
14146,9,5,4191.0,5,4,5,"5,4,5",4.666666666666667
14147,79,2,483.40000000000003,2,2,2,"2,2,2",2.0
14148,234,1,157.2,1,1,1,"1,1,1",1.0
14149,221,1,446.62000000000006,1,1,2,"1,1,2",1.3333333333333333
14150,36,2,658.6400000000001,3,2,3,"3,2,3",2.6666666666666665
14152,76,2,621.2900000000001,2,2,3,"2,2,3",2.3333333333333335
14154,240,2,1345.62,1,2,4,"1,2,4",2.3333333333333335
14155,267,1,118.75,1,1,1,"1,1,1",1.0
14156,10,55,117379.63,5,5,5,"5,5,5",5.0
14157,20,2,432.88000000000005,4,2,2,"4,2,2",2.6666666666666665
14158,41,1,507.66,3,1,3,"3,1,3",2.3333333333333335
14159,20,11,4693.01,4,5,5,"4,5,5",4.666666666666667
14161,216,3,1110.52,1,3,4,"1,3,4",2.6666666666666665
14162,174,2,289.36,2,2,2,"2,2,2",2.0
14163,88,4,2445.91,2,4,5,"2,4,5",3.6666666666666665
14164,71,2,1631.7700000000004,3,2,4,"3,2,4",3.0
14165,276,1,122.54,1,1,1,"1,1,1",1.0
14167,40,4,574.84,3,4,3,"3,4,3",3.3333333333333335
14171,99,1,363.79,2,1,2,"2,1,2",1.6666666666666667
14173,11,4,450.84000000000003,5,4,2,"5,4,2",3.6666666666666665
14174,34,1,134.46,3,1,1,"3,1,1",1.6666666666666667
14175,60,3,3222.3,3,3,5,"3,3,5",3.6666666666666665
14176,298,4,576.9,1,4,3,"1,4,3",2.6666666666666665
14177,87,4,559.41,2,4,3,"2,4,3",3.0
14178,9,7,1620.93,5,5,4,"5,5,4",4.666666666666667
14179,41,2,719.7800000000001,3,2,3,"3,2,3",2.6666666666666665
14180,11,25,4748.52,5,5,5,"5,5,5",5.0
14184,67,1,452.89,3,1,2,"3,1,2",2.0
14185,332,1,197.65,1,1,1,"1,1,1",1.0
14188,31,6,2054.36,4,4,4,"4,4,4",4.0
14189,3,15,4654.08,5,5,5,"5,5,5",5.0
14191,2,13,4684.76,5,5,5,"5,5,5",5.0
14193,68,2,853.3900000000001,3,2,3,"3,2,3",2.6666666666666665
14194,5,21,11349.52,5,5,5,"5,5,5",5.0
14195,202,2,1011.9999999999999,1,2,4,"1,2,4",2.3333333333333335
14196,107,1,335.52,2,1,2,"2,1,2",1.6666666666666667
14198,19,4,701.4,4,4,3,"4,4,3",3.6666666666666665
14199,219,1,185.4,1,1,1,"1,1,1",1.0
14201,61,7,747.4399999999999,3,5,3,"3,5,3",3.6666666666666665
14204,3,1,161.02999999999994,5,1,1,"5,1,1",2.3333333333333335
14205,17,2,466.70000000000005,4,2,2,"4,2,2",2.6666666666666665
14206,240,1,328.16,1,1,2,"1,1,2",1.3333333333333333
14208,95,1,151.73999999999998,2,1,1,"2,1,1",1.3333333333333333
14209,11,6,2073.4300000000003,5,4,5,"5,4,5",4.666666666666667
14210,106,6,1905.8400000000001,2,4,4,"2,4,4",3.3333333333333335
14211,54,9,2241.1000000000004,3,5,5,"3,5,5",4.333333333333333
14212,90,1,1070.48,2,1,4,"2,1,4",2.3333333333333335
14214,31,5,1004.38,4,4,4,"4,4,4",4.0
14215,12,6,1789.7200000000003,5,4,4,"5,4,4",4.333333333333333
14216,4,4,1839.3,5,4,4,"5,4,4",4.333333333333333
14217,2,17,2004.98,5,5,4,"5,5,4",4.666666666666667
14218,43,1,169.48000000000002,3,1,1,"3,1,1",1.6666666666666667
14219,5,1,89.94,5,1,1,"5,1,1",2.3333333333333335
14220,248,2,632.4000000000001,1,2,3,"1,2,3",2.0
14221,43,9,3432.8,3,5,5,"3,5,5",4.333333333333333
14222,178,1,683.1700000000001,1,1,3,"1,1,3",1.6666666666666667
14223,93,3,991.13,2,3,4,"2,3,4",3.0
14224,111,4,1050.12,2,4,4,"2,4,4",3.3333333333333335
14226,29,5,2232.19,4,4,5,"4,4,5",4.333333333333333
14227,27,10,3350.96,4,5,5,"4,5,5",4.666666666666667
14229,52,3,1547.2,3,3,4,"3,3,4",3.3333333333333335
14231,184,3,925.7099999999999,1,3,3,"1,3,3",2.3333333333333335
14232,43,5,2048.07,3,4,4,"3,4,4",3.6666666666666665
14233,50,4,1462.72,3,4,4,"3,4,4",3.6666666666666665
14234,23,4,775.4599999999999,4,4,3,"4,4,3",3.6666666666666665
14235,76,5,3144.86,2,4,5,"2,4,5",3.6666666666666665
14236,81,2,490.86000000000007,2,2,3,"2,2,3",2.3333333333333335
14237,374,1,161.00000000000003,1,1,1,"1,1,1",1.0
14238,327,1,146.85,1,1,1,"1,1,1",1.0
14239,44,11,2380.85,3,5,5,"3,5,5",4.333333333333333
14240,31,2,890.34,4,2,3,"4,2,3",3.0
14241,184,1,213.70000000000005,1,1,1,"1,1,1",1.0
14242,235,2,280.55,1,2,2,"1,2,2",1.6666666666666667
14243,9,10,2588.77,5,5,5,"5,5,5",5.0
14245,220,2,1693.4499999999998,1,2,4,"1,2,4",2.3333333333333335
14246,111,3,1474.06,2,3,4,"2,3,4",3.0
14247,279,1,136.76999999999998,1,1,1,"1,1,1",1.0
14248,319,1,302.58,1,1,2,"1,1,2",1.3333333333333333
14250,8,3,1904.0500000000002,5,3,4,"5,3,4",4.0
14251,2,5,2879.7,5,4,5,"5,4,5",4.666666666666667
14256,261,2,969.0600000000002,1,2,4,"1,2,4",2.3333333333333335
14257,65,5,3099.7200000000003,3,4,5,"3,4,5",4.0
14258,10,9,12669.98,5,5,5,"5,5,5",5.0
14259,142,1,120.0,2,1,1,"2,1,1",1.3333333333333333
14261,51,2,1163.45,3,2,4,"3,2,4",3.0
14262,9,8,2618.23,5,5,5,"5,5,5",5.0
14264,155,2,333.97,2,2,2,"2,2,2",2.0
14265,110,2,530.1800000000001,2,2,3,"2,2,3",2.3333333333333335
14267,163,3,1516.24,2,3,4,"2,3,4",3.0
14270,332,1,492.65,1,1,3,"1,1,3",1.6666666666666667
14271,226,1,112.32,1,1,1,"1,1,1",1.0
14272,74,2,437.96000000000004,2,2,2,"2,2,2",2.0
14273,52,4,559.97,3,4,3,"3,4,3",3.3333333333333335
14276,99,3,1119.74,2,3,4,"2,3,4",3.0
14277,16,3,4216.200000000001,4,3,5,"4,3,5",4.0
14280,197,1,134.04,1,1,1,"1,1,1",1.0
14282,4,15,3729.34,5,5,5,"5,5,5",5.0
14284,31,2,595.25,4,2,3,"4,2,3",3.0
14285,22,4,1910.0100000000002,4,4,4,"4,4,4",4.0
14286,24,3,4628.75,4,3,5,"4,3,5",4.0
14287,9,3,176.63,5,3,1,"5,3,1",3.0
14288,214,1,426.6,1,1,2,"1,1,2",1.3333333333333333
14289,9,6,911.26,5,4,3,"5,4,3",4.0
14290,12,5,2314.65,5,4,5,"5,4,5",4.666666666666667
14291,2,11,3883.25,5,5,5,"5,5,5",5.0
14292,8,9,4871.93,5,5,5,"5,5,5",5.0
14293,4,4,1046.56,5,4,4,"5,4,4",4.333333333333333
14295,41,1,166.2,3,1,1,"3,1,1",1.6666666666666667
14297,18,4,1305.33,4,4,4,"4,4,4",4.0
14298,9,44,51527.3,5,5,5,"5,5,5",5.0
14299,9,9,3965.62,5,5,5,"5,5,5",5.0
14300,19,1,43.2,4,1,1,"4,1,1",2.0
14301,118,1,640.1400000000001,2,1,3,"2,1,3",2.0
14304,223,1,383.4500000000001,1,1,2,"1,1,2",1.3333333333333333
14305,72,3,1858.96,3,3,4,"3,3,4",3.3333333333333335
14306,52,2,2093.32,3,2,5,"3,2,5",3.3333333333333335
14307,89,6,2995.72,2,4,5,"2,4,5",3.6666666666666665
14309,9,9,2352.53,5,5,5,"5,5,5",5.0
14311,243,1,310.26,1,1,2,"1,1,2",1.3333333333333333
14312,47,6,1611.5900000000001,3,4,4,"3,4,4",3.6666666666666665
14314,107,1,120.0,2,1,1,"2,1,1",1.3333333333333333
14315,45,6,2481.13,3,4,5,"3,4,5",4.0
14317,65,1,508.58,3,1,3,"3,1,3",2.3333333333333335
14320,207,2,477.78999999999996,1,2,2,"1,2,2",1.6666666666666667
14321,11,5,1530.75,5,4,4,"5,4,4",4.333333333333333
14323,115,2,605.06,2,2,3,"2,2,3",2.3333333333333335
14326,243,1,183.85,1,1,1,"1,1,1",1.0
14327,164,1,311.65000000000003,2,1,2,"2,1,2",1.6666666666666667
14329,18,7,5014.84,4,5,5,"4,5,5",4.666666666666667
14331,125,2,462.66,2,2,2,"2,2,2",2.0
14332,23,3,866.3100000000001,4,3,3,"4,3,3",3.3333333333333335
14333,68,1,415.2,3,1,2,"3,1,2",2.0
14334,17,8,2552.21,4,5,5,"4,5,5",4.666666666666667
14335,17,2,468.25999999999993,4,2,2,"4,2,2",2.6666666666666665
14336,17,4,1614.9100000000003,4,4,4,"4,4,4",4.0
14338,162,2,588.2199999999999,2,2,3,"2,2,3",2.3333333333333335
14339,243,1,309.52,1,1,2,"1,1,2",1.3333333333333333
14340,219,1,134.7,1,1,1,"1,1,1",1.0
14341,46,8,2182.28,3,5,5,"3,5,5",4.333333333333333
14342,22,4,668.5600000000001,4,4,3,"4,4,3",3.6666666666666665
14344,128,8,889.9300000000001,2,5,3,"2,5,3",3.3333333333333335
14345,39,1,108.98,3,1,1,"3,1,1",1.6666666666666667
14346,121,2,1021.5799999999999,2,2,4,"2,2,4",2.6666666666666665
14348,261,1,409.57,1,1,2,"1,1,2",1.3333333333333333
14349,11,1,133.5,5,1,1,"5,1,1",2.3333333333333335
14350,275,1,282.92999999999995,1,1,2,"1,1,2",1.3333333333333333
14351,165,1,51.0,2,1,1,"2,1,1",1.3333333333333333
14352,158,4,1078.96,2,4,4,"2,4,4",3.3333333333333335
14353,216,1,90.6,1,1,1,"1,1,1",1.0
14354,6,2,163.62,5,2,1,"5,2,1",2.6666666666666665
14355,366,1,174.4,1,1,1,"1,1,1",1.0
14356,80,2,701.2299999999998,2,2,3,"2,2,3",2.3333333333333335
14357,44,1,225.77,3,1,1,"3,1,1",1.6666666666666667
14359,20,3,912.1800000000001,4,3,3,"4,3,3",3.3333333333333335
14360,32,4,2128.23,4,4,5,"4,4,5",4.333333333333333
14362,23,1,161.2,4,1,1,"4,1,1",2.0
14364,109,8,3717.35,2,5,5,"2,5,5",4.0
14367,9,16,9261.52,5,5,5,"5,5,5",5.0
14368,320,1,155.0,1,1,1,"1,1,1",1.0
14371,296,1,100.5,1,1,1,"1,1,1",1.0
14373,359,1,76.55,1,1,1,"1,1,1",1.0
14375,186,1,257.68,1,1,2,"1,1,2",1.3333333333333333
14377,192,2,617.05,1,2,3,"1,2,3",2.0
14379,45,2,348.1,3,2,2,"3,2,2",2.3333333333333335
14381,53,1,202.68,3,1,1,"3,1,1",1.6666666666666667
14382,27,1,626.07,4,1,3,"4,1,3",2.6666666666666665
14383,39,3,1247.69,3,3,4,"3,3,4",3.3333333333333335
14385,10,3,202.10999999999999,5,3,1,"5,3,1",3.0
14386,297,1,142.4,1,1,1,"1,1,1",1.0
14387,33,3,1770.56,4,3,4,"4,3,4",3.6666666666666665
14388,11,8,3212.84,5,5,5,"5,5,5",5.0
14389,66,2,1043.46,3,2,4,"3,2,4",3.0
14390,11,9,4652.82,5,5,5,"5,5,5",5.0
14393,219,1,67.94999999999999,1,1,1,"1,1,1",1.0
14395,3,9,3507.71,5,5,5,"5,5,5",5.0
14396,66,2,487.99,3,2,2,"3,2,2",2.3333333333333335
14397,3,19,2612.96,5,5,5,"5,5,5",5.0
14400,150,1,574.6999999999999,2,1,3,"2,1,3",2.0
14401,5,13,4051.4800000000005,5,5,5,"5,5,5",5.0
14403,131,4,1475.81,2,4,4,"2,4,4",3.3333333333333335
