InvoiceNo,InvoiceDate,CustomerID,TotalPrice
546525,2011-03-14,14733,619.5999999999999
546526,2011-03-14,15061,285.0
546527,2011-03-14,15061,149.4
546528,2011-03-14,15311,2420.95
546530,2011-03-14,17404,4400.280000000001
546531,2011-03-14,15738,391.8
546532,2011-03-14,14060,140.0
546533,2011-03-14,15388,140.54
546534,2011-03-14,16150,571.06
546537,2011-03-14,15005,181.44
546538,2011-03-14,16327,582.3499999999999
546540,2011-03-14,15061,512.28
546541,2011-03-14,14911,596.05
546542,2011-03-14,13263,308.09
546543,2011-03-14,17841,174.85999999999999
546544,2011-03-14,16570,454.08
546545,2011-03-14,16804,118.05000000000001
546549,2011-03-14,17799,258.41
546550,2011-03-14,17799,6.35
546552,2011-03-15,13082,271.5
546553,2011-03-15,13499,158.23000000000002
546554,2011-03-15,16037,251.56000000000003
546555,2011-03-15,17675,696.8500000000001
546556,2011-03-15,16156,309.0200000000001
546560,2011-03-15,12931,62.5
546561,2011-03-15,18260,548.75
546562,2011-03-15,16293,317.56000000000006
546563,2011-03-15,15047,343.61999999999995
546569,2011-03-15,14016,1477.5599999999997
546580,2011-03-15,14911,870.5899999999999
546622,2011-03-15,17954,108.1
546624,2011-03-15,14193,422.53999999999996
546625,2011-03-15,17542,170.75
546631,2011-03-15,15181,300.0
546632,2011-03-15,17080,76.32000000000001
546633,2011-03-15,16168,163.2
546634,2011-03-15,14527,78.04
546635,2011-03-15,16392,221.18999999999997
546636,2011-03-15,14534,137.90000000000003
546637,2011-03-15,13854,292.3
546638,2011-03-15,15106,410.69999999999993
546639,2011-03-15,13971,309.34000000000003
546640,2011-03-15,14092,238.2
546642,2011-03-15,12779,317.78
546643,2011-03-15,16214,542.9699999999999
546644,2011-03-15,15932,339.34000000000003
546646,2011-03-15,13716,138.28
546657,2011-03-15,17816,5.1
546658,2011-03-15,15150,501.24999999999994
546659,2011-03-15,16996,242.4
546660,2011-03-15,14156,1041.4499999999998
546662,2011-03-15,16782,95.0
546665,2011-03-15,15867,215.48999999999998
546667,2011-03-15,14735,236.10000000000002
546668,2011-03-15,14735,218.1
546669,2011-03-15,14226,983.3
546670,2011-03-15,13451,610.88
546677,2011-03-15,18144,363.40000000000003
546678,2011-03-15,12681,565.54
546679,2011-03-15,13121,283.72999999999996
546681,2011-03-16,16297,301.90000000000003
546682,2011-03-16,12994,352.59999999999997
546683,2011-03-16,12868,248.27
546684,2011-03-16,16152,1829.0399999999997
546685,2011-03-16,15687,369.9
546686,2011-03-16,14636,300.19
546687,2011-03-16,16040,422.43
546688,2011-03-16,16497,175.3
546689,2011-03-16,16985,680.4
546690,2011-03-16,16985,148.5
546691,2011-03-16,15793,306.64
546724,2011-03-16,12845,6.699999999999999
546728,2011-03-16,13983,290.0
546729,2011-03-16,18231,233.75
546731,2011-03-16,13089,961.5600000000001
546732,2011-03-16,14606,139.35000000000002
546733,2011-03-16,16029,705.6000000000001
546734,2011-03-16,16029,705.6000000000001
546736,2011-03-16,16013,414.71999999999997
546737,2011-03-16,13358,439.03000000000003
546738,2011-03-16,16422,853.08
546739,2011-03-16,17511,3018.3399999999997
546741,2011-03-16,13261,99.0
546742,2011-03-16,12849,704.5
546748,2011-03-16,15182,370.47999999999996
546749,2011-03-16,14543,328.6
546750,2011-03-16,14543,15.0
546751,2011-03-16,13668,311.66
546752,2011-03-16,13299,142.5
546753,2011-03-16,16383,309.46
546754,2011-03-16,13027,384.0
546755,2011-03-16,12502,702.8
546757,2011-03-16,15381,282.3
546759,2011-03-16,12712,300.7
546760,2011-03-16,12597,516.1500000000001
546761,2011-03-16,17858,432.20000000000005
546762,2011-03-16,17961,28.18
546764,2011-03-16,15671,300.98
546765,2011-03-16,12437,147.71
546766,2011-03-16,12971,52.8
546767,2011-03-16,12971,77.16
546768,2011-03-16,15694,584.76
546769,2011-03-16,17504,859.01
546770,2011-03-16,12523,115.09
546771,2011-03-16,17515,200.69999999999996
546772,2011-03-16,15030,152.76
546774,2011-03-16,14505,581.8900000000002
546775,2011-03-16,17306,152.64000000000001
546776,2011-03-16,17460,138.88
546778,2011-03-16,14572,625.85
546780,2011-03-17,12435,3978.9900000000002
546781,2011-03-17,12955,473.81999999999994
546782,2011-03-17,15291,232.40000000000003
546784,2011-03-17,18189,633.1
546785,2011-03-17,15189,302.52
546786,2011-03-17,16523,239.00000000000003
546787,2011-03-17,14035,398.97999999999996
546788,2011-03-17,13946,209.84999999999997
546789,2011-03-17,15769,10065.0
546790,2011-03-17,14713,136.57
546791,2011-03-17,17716,665.46
546827,2011-03-17,15301,622.5
546828,2011-03-17,13185,71.4
546829,2011-03-17,14840,62.85
546830,2011-03-17,16839,449.87000000000006
546831,2011-03-17,13199,606.84
546832,2011-03-17,13216,333.74
546837,2011-03-17,13650,372.12
546843,2011-03-17,12472,592.18
546846,2011-03-17,13533,128.49
546847,2011-03-17,12989,437.40000000000003
546848,2011-03-17,13533,18.15
546849,2011-03-17,13623,101.35
546850,2011-03-17,13268,653.57
546851,2011-03-17,12480,771.02
546852,2011-03-17,13104,111.96
546853,2011-03-17,12845,73.5
546855,2011-03-17,18168,218.83000000000004
546856,2011-03-17,15433,372.6399999999999
546857,2011-03-17,12937,217.43
546860,2011-03-17,18198,316.81999999999994
546861,2011-03-17,14911,381.78
546862,2011-03-17,16216,914.9299999999998
546863,2011-03-17,16377,676.2
546866,2011-03-17,14462,232.39
546869,2011-03-17,12352,120.33
546871,2011-03-17,16746,299.99999999999994
546872,2011-03-17,14462,16.0
546873,2011-03-17,17591,326.04
546874,2011-03-17,16976,251.51999999999998
546875,2011-03-17,12514,1017.6800000000001
546877,2011-03-17,18210,142.39999999999998
546878,2011-03-17,13631,80.0
546882,2011-03-17,14422,401.30999999999995
546883,2011-03-17,13707,223.00000000000003
546890,2011-03-17,13394,320.42
546898,2011-03-17,17961,8.8
546899,2011-03-17,14298,946.2
546900,2011-03-17,14298,25.200000000000003
546902,2011-03-17,14298,33.2
546908,2011-03-17,15648,316.85
546909,2011-03-17,14056,220.59999999999997
546910,2011-03-17,13969,145.54999999999998
546911,2011-03-17,17725,337.71
546912,2011-03-17,15861,474.19000000000005
546913,2011-03-17,15861,248.29
546914,2011-03-18,13072,177.14999999999998
546915,2011-03-18,15695,359.73
546916,2011-03-18,15695,50.25000000000001
546917,2011-03-18,14911,743.7100000000002
546918,2011-03-18,15854,309.40000000000003
546919,2011-03-18,12500,241.44000000000003
546920,2011-03-18,12471,845.32
546921,2011-03-18,12471,33.0
546922,2011-03-18,14110,904.26
546923,2011-03-18,16716,166.8
546924,2011-03-18,14059,183.6
546925,2011-03-18,12647,464.7
546926,2011-03-18,17857,108.5
546927,2011-03-18,16672,1175.44
546928,2011-03-18,17685,326.49999999999994
546929,2011-03-18,13090,555.3
546944,2011-03-18,14701,567.44
546950,2011-03-18,16511,340.75
546951,2011-03-18,17673,377.6400000000001
546963,2011-03-18,16779,302.6
546979,2011-03-18,16256,752.4300000000002
546980,2011-03-18,13591,462.19999999999993
546981,2011-03-18,14066,152.55
546982,2011-03-18,15483,114.85000000000001
546983,2011-03-18,16626,795.7499999999999
546984,2011-03-18,15019,265.99999999999994
546985,2011-03-18,18270,111.95
546986,2011-03-18,14194,780.3500000000001
546988,2011-03-18,14194,282.12
546990,2011-03-18,14315,530.4
546991,2011-03-18,12748,167.42999999999995
546992,2011-03-18,16684,4666.44
546993,2011-03-18,17921,280.56999999999994
546994,2011-03-18,16684,152.64000000000001
546995,2011-03-18,14041,141.41
546996,2011-03-18,17060,234.24
546998,2011-03-18,16023,177.83999999999997
546999,2011-03-18,17133,683.4200000000001
547000,2011-03-18,14282,323.3
547001,2011-03-18,16656,357.12
547002,2011-03-18,12878,315.18
547003,2011-03-18,14155,118.75
547004,2011-03-18,17419,321.75
547005,2011-03-18,12474,806.47
547017,2011-03-18,13468,113.35
547018,2011-03-18,17043,174.6
547019,2011-03-18,17841,115.78
547020,2011-03-18,17017,368.36
547021,2011-03-18,13046,197.72
547022,2011-03-18,17961,22.24
547023,2011-03-18,16422,833.1
547026,2011-03-18,14633,344.9000000000001
547028,2011-03-20,13593,447.5
547029,2011-03-20,15465,405.0
547030,2011-03-20,12948,371.79999999999995
547032,2011-03-20,13798,662.62
547033,2011-03-20,15898,168.7
547034,2011-03-20,18229,361.4
547035,2011-03-20,13911,282.28000000000003
547036,2011-03-20,17017,380.4000000000001
547037,2011-03-20,14101,1224.6
547038,2011-03-20,15703,211.5
547039,2011-03-20,14560,96.6
547040,2011-03-20,15938,62.7
547041,2011-03-20,13777,300.0
547044,2011-03-20,14071,225.39999999999998
547045,2011-03-20,17856,585.12
547046,2011-03-20,13725,146.87
547047,2011-03-20,14258,982.08
547048,2011-03-20,14911,197.8
547049,2011-03-20,17134,330.49999999999994
547050,2011-03-20,17795,163.25
547051,2011-03-20,12902,138.67999999999998
547052,2011-03-20,18225,171.74999999999997
547053,2011-03-20,13001,499.84
547055,2011-03-20,16444,119.08000000000001
547056,2011-03-20,16402,87.8
547057,2011-03-20,14217,130.05
547058,2011-03-20,14232,693.1800000000002
547059,2011-03-20,14693,172.9
547060,2011-03-20,17954,135.44
547061,2011-03-20,12407,226.29999999999998
547062,2011-03-20,16728,224.48999999999998
547063,2011-03-20,14769,2449.79
547064,2011-03-20,16096,320.62
547065,2011-03-20,17068,185.85
547066,2011-03-20,12921,562.63
547067,2011-03-20,12921,501.24
547068,2011-03-20,13985,392.99999999999994
547069,2011-03-20,16710,242.0
547070,2011-03-20,16115,205.13
547071,2011-03-20,12693,239.85
547072,2011-03-20,13592,76.72
547073,2011-03-20,17211,345.8200000000001
547074,2011-03-20,13102,176.33999999999997
547075,2011-03-20,15288,986.75
547076,2011-03-20,15140,446.15
547077,2011-03-20,12843,93.4
547078,2011-03-20,14408,350.80000000000007
547079,2011-03-20,15408,267.18
547080,2011-03-20,15445,113.5
547081,2011-03-20,14205,222.9
547083,2011-03-20,15452,247.25000000000003
547084,2011-03-20,17690,94.65
547085,2011-03-20,12600,124.08000000000001
547086,2011-03-20,12428,409.2
547087,2011-03-20,12726,316.02
547088,2011-03-20,14223,304.90000000000003
547090,2011-03-20,17230,203.39999999999998
547092,2011-03-21,16619,226.21
547093,2011-03-21,14762,300.52
547094,2011-03-21,13934,922.0999999999999
547095,2011-03-21,13018,332.6
547096,2011-03-21,15669,198.8
547097,2011-03-21,13021,259.35
547098,2011-03-21,16384,409.09999999999997
547099,2011-03-21,18224,158.95000000000002
547100,2011-03-21,15615,536.78
547101,2011-03-21,16029,585.0
547102,2011-03-21,14245,1005.1
547103,2011-03-21,15218,527.85
547105,2011-03-21,13854,305.52
547106,2011-03-21,15039,614.85
547107,2011-03-21,17315,174.16000000000003
547108,2011-03-21,14659,227.92000000000002
547109,2011-03-21,12423,347.35
547114,2011-03-21,14688,164.33999999999997
547122,2011-03-21,17678,298.11
547134,2011-03-21,15996,169.72999999999996
547154,2011-03-21,15299,600.0
547165,2011-03-21,13593,15.600000000000001
547171,2011-03-21,17849,151.45000000000002
547192,2011-03-21,15855,95.80000000000001
547194,2011-03-21,12637,201.24
547195,2011-03-21,17204,788.91
547196,2011-03-21,12637,4.63
547197,2011-03-21,17811,108.42
547199,2011-03-21,14606,131.5
547200,2011-03-21,16036,188.72999999999996
547201,2011-03-21,13113,489.12
547202,2011-03-21,17841,248.2
547203,2011-03-21,17146,265.63000000000005
547204,2011-03-21,13491,90.80000000000001
547205,2011-03-21,16558,313.55
547206,2011-03-21,16791,151.89999999999995
547207,2011-03-21,17763,15.0
547209,2011-03-21,13081,2340.05
547220,2011-03-21,13410,154.4
547221,2011-03-21,13262,200.29
547222,2011-03-21,18008,175.1
547223,2011-03-21,12867,500.34000000000003
547226,2011-03-21,14167,110.65
547227,2011-03-21,12748,147.6
547233,2011-03-21,17152,315.9
547240,2011-03-21,17585,103.71999999999998
547243,2011-03-21,17231,246.91999999999996
547244,2011-03-21,16427,131.26
547245,2011-03-22,14632,114.56
547246,2011-03-22,16191,596.4
547247,2011-03-22,18225,440.28999999999996
547251,2011-03-22,17865,398.21999999999997
547252,2011-03-22,13900,357.58
547253,2011-03-22,13869,687.15
547273,2011-03-22,14530,448.65000000000003
547324,2011-03-22,13014,317.8
547327,2011-03-22,12681,523.98
547334,2011-03-22,15044,346.70000000000005
547340,2011-03-22,14875,362.0
547349,2011-03-22,15132,313.77
547350,2011-03-22,17272,657.6800000000001
547357,2011-03-22,17613,493.10999999999996
547358,2011-03-22,15998,918.8299999999999
547359,2011-03-22,15719,326.79999999999995
547360,2011-03-22,16135,517.5500000000001
547361,2011-03-22,15298,365.35999999999996
547362,2011-03-22,13694,3221.88
547365,2011-03-22,12775,235.71
547366,2011-03-22,12831,215.05
547367,2011-03-22,15437,200.16
547370,2011-03-22,14711,200.51999999999998
547371,2011-03-22,14377,314.6
547372,2011-03-22,16374,156.29999999999998
547373,2011-03-22,13798,450.5
547374,2011-03-22,16110,284.22999999999996
547375,2011-03-22,13196,512.13
547377,2011-03-22,13050,401.34999999999997
547378,2011-03-22,14051,905.1000000000001
547379,2011-03-22,12720,498.32000000000005
547380,2011-03-22,16809,214.28000000000006
547381,2011-03-22,18041,201.39
547382,2011-03-22,15457,237.07
547383,2011-03-22,12613,803.6600000000002
547384,2011-03-22,12613,18.0
547387,2011-03-22,12539,1085.99
547389,2011-03-22,16721,292.46999999999997
547390,2011-03-22,12352,160.33
547391,2011-03-22,14735,70.80000000000001
547401,2011-03-22,17576,198.01999999999998
547405,2011-03-23,17705,114.0
547406,2011-03-23,16948,170.94000000000003
547407,2011-03-23,15658,21.25
547412,2011-03-23,12399,288.04999999999995
547413,2011-03-23,13475,589.4000000000001
547414,2011-03-23,17733,216.95
547415,2011-03-23,17102,25.5
547416,2011-03-23,15410,382.59999999999997
547417,2011-03-23,13239,329.56
547418,2011-03-23,13148,369.09
547419,2011-03-23,15061,1649.58
547420,2011-03-23,15449,345.91999999999996
547428,2011-03-23,14870,327.24999999999994
547444,2011-03-23,12811,247.60000000000002
547485,2011-03-23,17019,366.02
547486,2011-03-23,13576,330.24000000000007
547488,2011-03-23,13821,270.15
547489,2011-03-23,17830,99.15
547490,2011-03-23,17507,265.02
547491,2011-03-23,17096,133.49
547492,2011-03-23,12604,178.5
547493,2011-03-23,12818,1542.08
547494,2011-03-23,18191,207.79999999999998
547496,2011-03-23,18075,261.68
547497,2011-03-23,14461,776.23
547498,2011-03-23,15021,201.48000000000005
547500,2011-03-23,13408,524.8199999999999
547501,2011-03-23,13408,59.400000000000006
547503,2011-03-23,13132,77.3
547504,2011-03-23,12683,877.88
547507,2011-03-23,16859,259.84000000000003
547508,2011-03-23,12683,378.0
547509,2011-03-23,15606,310.8
547510,2011-03-23,15245,1251.48
547511,2011-03-23,17411,285.58000000000004
547512,2011-03-23,17262,584.5
547513,2011-03-23,17519,313.45
547514,2011-03-23,17486,396.87
547515,2011-03-23,13267,330.52
547516,2011-03-23,15189,385.79999999999995
547517,2011-03-23,12395,326.5
547518,2011-03-23,13694,1320.0
547519,2011-03-23,16308,320.0
547520,2011-03-23,12564,456.90000000000003
547521,2011-03-23,16713,197.04999999999998
547535,2011-03-23,16250,163.3
547537,2011-03-23,13534,249.5
547538,2011-03-23,13534,264.8
547539,2011-03-23,16943,193.60000000000002
547541,2011-03-23,14607,495.0
547546,2011-03-23,13249,291.84000000000003
547548,2011-03-23,15644,202.22000000000003
547549,2011-03-23,14794,283.03
547550,2011-03-23,16839,335.72
547553,2011-03-23,15644,36.4
547554,2011-03-23,17858,79.6
547555,2011-03-23,14075,307.91999999999996
547556,2011-03-23,17250,162.65000000000003
547558,2011-03-23,17966,147.0
547561,2011-03-24,14129,358.9
547562,2011-03-24,16525,851.4
547563,2011-03-24,15651,227.32
547564,2011-03-24,17512,441.81
547565,2011-03-24,13035,333.00000000000006
547566,2011-03-24,12811,27.0
547567,2011-03-24,17644,442.46999999999997
547568,2011-03-24,13341,775.8499999999999
547569,2011-03-24,17491,556.9399999999999
547570,2011-03-24,13636,137.35
547571,2011-03-24,16265,432.3
547572,2011-03-24,13512,251.20999999999998
547573,2011-03-24,12948,157.16
547576,2011-03-24,16620,95.76
547577,2011-03-24,13183,513.8400000000001
547578,2011-03-24,13089,485.89
547579,2011-03-24,13089,120.0
547580,2011-03-24,13488,713.9499999999998
547583,2011-03-24,12901,562.3199999999999
547623,2011-03-24,15641,543.2199999999999
547639,2011-03-24,17698,154.95
547644,2011-03-24,14267,418.17999999999995
547645,2011-03-24,12676,197.89999999999998
547647,2011-03-24,15144,232.89999999999998
547648,2011-03-24,15144,37.5
547649,2011-03-24,18118,368.92
547650,2011-03-24,17059,459.30000000000007
547651,2011-03-24,16904,433.29
547652,2011-03-24,14606,236.07
547653,2011-03-24,16745,515.9
547654,2011-03-24,14527,73.77
547655,2011-03-24,14267,418.17999999999995
547656,2011-03-24,13263,217.56
547657,2011-03-24,13871,401.30000000000007
547658,2011-03-24,13736,357.53
547659,2011-03-24,12434,286.25
547662,2011-03-24,14085,150.34
547663,2011-03-24,16022,628.2800000000002
547664,2011-03-24,13069,273.98
547665,2011-03-24,14256,445.20000000000005
547666,2011-03-24,14235,850.31
547667,2011-03-24,16700,483.3
547668,2011-03-24,14071,131.41
547669,2011-03-24,12748,163.46000000000004
547670,2011-03-24,16769,380.39
547671,2011-03-24,14560,62.379999999999995
547672,2011-03-24,17754,264.23999999999995
547674,2011-03-24,15835,187.2
547684,2011-03-24,12408,762.8899999999999
547685,2011-03-24,12408,74.7
547686,2011-03-24,15513,310.4
547687,2011-03-24,15078,356.3
547688,2011-03-24,12971,137.4
547689,2011-03-24,17757,166.75000000000003
547690,2011-03-24,16063,335.32000000000005
547691,2011-03-24,16767,364.84
547694,2011-03-24,15178,40.5
547695,2011-03-24,18239,176.38
547697,2011-03-24,14348,409.57
547698,2011-03-24,15304,51.0
547702,2011-03-24,14911,415.45
547703,2011-03-24,12540,1140.76
547705,2011-03-24,14056,229.48999999999995
547706,2011-03-24,12901,2278.8
547707,2011-03-24,18008,585.0
547708,2011-03-24,17450,11343.199999999999
547709,2011-03-24,18109,279.73
547712,2011-03-24,16905,380.97999999999996
547713,2011-03-25,16458,157.7
547714,2011-03-25,15815,427.0
547715,2011-03-25,12520,246.54000000000002
547716,2011-03-25,16833,344.4099999999999
547717,2011-03-25,16833,17.4
547718,2011-03-25,17450,57.599999999999994
547719,2011-03-25,14404,307.5
547720,2011-03-25,14209,420.59999999999997
547721,2011-03-25,13000,256.78
547722,2011-03-25,12553,357.9100000000001
547724,2011-03-25,13468,102.69999999999999
547726,2011-03-25,16029,465.84000000000003
547727,2011-03-25,16029,878.16
547728,2011-03-25,16029,146.88
547729,2011-03-25,15529,366.17999999999995
547730,2011-03-25,14796,349.51
547762,2011-03-25,13695,83.14
547772,2011-03-25,17979,231.76999999999998
547785,2011-03-25,13097,878.0200000000001
547786,2011-03-25,14587,180.06
547787,2011-03-25,13139,409.5
547789,2011-03-25,14911,750.37
547790,2011-03-25,12545,628.1500000000001
547792,2011-03-25,17979,9.9
547793,2011-03-25,14758,654.75
547794,2011-03-25,14085,207.21
547795,2011-03-25,14536,171.8
547796,2011-03-25,14646,1407.8600000000001
547799,2011-03-25,17139,708.66
547800,2011-03-25,14504,134.56
547801,2011-03-25,14107,554.18
547803,2011-03-25,13662,227.70000000000002
547804,2011-03-25,16817,6.8
547805,2011-03-25,13327,474.05000000000007
547809,2011-03-25,12748,185.1
547811,2011-03-25,17368,194.91999999999996
547812,2011-03-25,18102,5513.32
547814,2011-03-25,13452,295.0
547815,2011-03-25,13520,490.78000000000003
547816,2011-03-25,12748,25.25
547817,2011-03-25,17946,17.549999999999997
547818,2011-03-25,12748,76.2
547819,2011-03-25,12748,94.19000000000001
547820,2011-03-25,13743,141.72
547821,2011-03-25,12621,960.0
547822,2011-03-25,12668,1444.8
547825,2011-03-25,12778,155.65
547826,2011-03-25,18078,197.94
547828,2011-03-25,16618,354.65999999999997
547829,2011-03-25,16081,410.53000000000003
547832,2011-03-25,17511,3962.06
547833,2011-03-25,16780,161.89000000000001
547834,2011-03-27,17937,633.6
547835,2011-03-27,15465,485.45
547837,2011-03-27,17243,266.54999999999995
547839,2011-03-27,12916,649.78
547840,2011-03-27,15133,324.70000000000005
547841,2011-03-27,16923,520.13
547842,2011-03-27,13875,343.03000000000003
547843,2011-03-27,18273,51.0
547844,2011-03-27,15045,388.9
547845,2011-03-27,16434,121.95
547846,2011-03-27,18071,194.05
547850,2011-03-27,14472,311.5699999999999
547860,2011-03-27,17625,549.6799999999998
547861,2011-03-27,16701,353.3
547862,2011-03-27,12841,190.5
547863,2011-03-27,12728,164.05
547864,2011-03-27,15716,115.26
547866,2011-03-27,14878,197.89
547867,2011-03-27,13357,609.95
547870,2011-03-27,13668,173.76999999999998
547871,2011-03-27,16931,277.42999999999995
547872,2011-03-27,16777,177.24999999999997
547873,2011-03-27,13240,218.34
547874,2011-03-27,14476,215.7
547875,2011-03-27,13408,612.3799999999999
547876,2011-03-27,16638,254.00000000000003
547877,2011-03-27,14573,165.82999999999998
547878,2011-03-27,15939,131.3
547879,2011-03-27,12877,83.16000000000001
547880,2011-03-27,15426,251.55999999999997
547881,2011-03-27,13110,192.34
547882,2011-03-28,14911,538.9999999999999
547883,2011-03-28,14755,307.76
547884,2011-03-28,13481,665.28
547885,2011-03-28,17314,220.8
547886,2011-03-28,13652,329.44
547887,2011-03-28,16245,453.98
547888,2011-03-28,13368,587.9999999999999
547890,2011-03-28,17227,223.89999999999998
547891,2011-03-28,13266,302.21999999999997
547892,2011-03-28,12669,1136.3000000000002
547893,2011-03-28,13552,191.25
547894,2011-03-28,13552,277.8
547895,2011-03-28,18118,113.14
547896,2011-03-28,17841,246.61
547897,2011-03-28,12792,400.53999999999996
547898,2011-03-28,16523,374.7
547900,2011-03-28,13649,148.8
547902,2011-03-28,17765,121.25
547903,2011-03-28,15039,407.09
547906,2011-03-28,14410,215.07
547907,2011-03-28,15083,88.19999999999999
547909,2011-03-28,15033,179.73000000000002
547910,2011-03-28,14159,458.86999999999995
547911,2011-03-28,14127,137.6
547912,2011-03-28,18010,174.79999999999998
547914,2011-03-28,12594,297.5
547918,2011-03-28,15249,1001.82
547919,2011-03-28,13760,135.09
547920,2011-03-28,14730,116.41
547921,2011-03-28,14766,628.66
547922,2011-03-28,15624,183.89999999999998
547923,2011-03-28,14344,82.55000000000001
547924,2011-03-28,17749,369.01
547925,2011-03-28,12481,602.8599999999999
547926,2011-03-28,12481,229.48000000000002
547931,2011-03-28,12594,28.0
547934,2011-03-28,12474,257.20000000000005
547935,2011-03-28,15874,240.35
547936,2011-03-28,15874,56.050000000000004
547937,2011-03-28,15068,239.95999999999998
547938,2011-03-28,13901,433.90000000000003
547939,2011-03-28,15611,127.5
547940,2011-03-28,16814,460.22999999999996
547941,2011-03-28,16692,1267.5
547942,2011-03-28,14538,106.50000000000001
547944,2011-03-28,12971,106.95
547945,2011-03-28,14851,206.13000000000002
547946,2011-03-28,12971,116.4
547947,2011-03-28,15032,2188.5
547949,2011-03-28,14021,198.89999999999998
547960,2011-03-28,15644,184.57000000000005
547962,2011-03-28,12957,330.51
547963,2011-03-28,13037,250.42000000000004
547965,2011-03-28,15809,63.42
547969,2011-03-28,17238,250.76000000000002
547970,2011-03-28,17238,4.95
547971,2011-03-28,17917,119.55
547972,2011-03-28,12557,817.5
547985,2011-03-29,16455,413.7
547986,2011-03-29,18177,169.05
547987,2011-03-29,17428,444.52000000000004
547990,2011-03-29,15589,263.58000000000004
547991,2011-03-29,15589,30.0
548003,2011-03-29,18044,289.25000000000006
548005,2011-03-29,14128,305.53999999999996
548006,2011-03-29,18226,428.04999999999995
548007,2011-03-29,13769,300.75000000000006
548010,2011-03-29,14646,2527.94
548011,2011-03-29,14646,15719.56
548012,2011-03-29,17377,317.55999999999995
548013,2011-03-29,17874,65.16000000000001
548014,2011-03-29,17719,579.83
548016,2011-03-29,16871,35.04
548017,2011-03-29,16871,357.25
548033,2011-03-29,14441,356.84000000000003
548038,2011-03-29,15696,317.9
548144,2011-03-29,13798,328.2
548148,2011-03-29,17931,297.2
548150,2011-03-29,17315,142.28
548151,2011-03-29,13803,277.07000000000005
548152,2011-03-29,17398,305.68
548153,2011-03-29,15129,304.4
548154,2011-03-29,17675,465.70000000000005
548156,2011-03-29,14871,108.20000000000002
548157,2011-03-29,14298,1518.0
548158,2011-03-29,15906,341.93000000000006
548159,2011-03-29,15906,69.4
548160,2011-03-29,16253,1700.4
548169,2011-03-29,14680,2106.46
548170,2011-03-29,15290,280.85
548171,2011-03-29,16422,963.01
548172,2011-03-29,15738,328.15000000000003
548176,2011-03-29,13439,283.71
548177,2011-03-29,12888,272.76
548178,2011-03-29,14367,504.61
548185,2011-03-29,15628,371.83
548186,2011-03-29,13777,539.3
548188,2011-03-29,13263,243.81
548189,2011-03-29,16607,141.41
548190,2011-03-29,17511,258.18
548192,2011-03-29,17364,247.45000000000002
548196,2011-03-29,16011,118.55
548197,2011-03-29,13588,113.3
548198,2011-03-29,16712,351.01
548199,2011-03-29,16945,287.03999999999996
548202,2011-03-29,16980,346.59999999999997
548208,2011-03-29,14189,314.1
548210,2011-03-29,14606,338.40999999999997
548211,2011-03-30,14646,1807.04
548212,2011-03-30,12456,940.1700000000001
548213,2011-03-30,15521,475.69
548214,2011-03-30,13720,266.2
548215,2011-03-30,15674,355.12
548216,2011-03-30,12971,91.8
548217,2011-03-30,17616,81.6
548218,2011-03-30,13999,301.48
548222,2011-03-30,17306,396.59999999999997
548223,2011-03-30,17306,152.64000000000001
548234,2011-03-30,17594,315.0
548242,2011-03-30,16218,216.3
548245,2011-03-30,12823,459.0
548255,2011-03-30,13078,383.07000000000005
548256,2011-03-30,17775,56.4
548257,2011-03-30,13802,2161.3199999999997
548258,2011-03-30,14146,662.2999999999998
548259,2011-03-30,14099,244.13000000000002
548260,2011-03-30,15373,176.20999999999998
548267,2011-03-30,16954,180.38000000000002
548276,2011-03-30,17863,481.2
548289,2011-03-30,13988,631.06
548293,2011-03-30,13798,1012.6
548308,2011-03-30,17220,417.75
548309,2011-03-30,16657,242.55
548311,2011-03-30,13728,183.00000000000003
548312,2011-03-30,16059,384.45
548313,2011-03-30,15353,465.37000000000006
548314,2011-03-30,16949,127.79
548315,2011-03-30,16019,303.32
548316,2011-03-30,17929,238.79999999999998
548317,2011-03-30,18179,270.26
548318,2011-03-30,13113,453.05
548319,2011-03-30,14180,245.2
548320,2011-03-30,12709,418.70000000000005
548323,2011-03-30,15424,193.5
548324,2011-03-30,13316,1622.4799999999998
548325,2011-03-30,13509,313.49999999999994
548326,2011-03-30,15424,189.84
548327,2011-03-30,16788,297.1700000000001
548329,2011-03-30,16584,611.94
548330,2011-03-30,14810,136.98999999999998
548331,2011-03-30,13047,427.1500000000001
548332,2011-03-30,15364,331.80000000000007
548333,2011-03-30,15189,132.70000000000002
548334,2011-03-30,18108,271.0
548335,2011-03-30,14272,132.09
548336,2011-03-30,13082,435.0
548337,2011-03-30,18198,284.67
548338,2011-03-30,16558,174.31
548340,2011-03-30,13426,306.3900000000001
548349,2011-03-30,15812,519.96
548351,2011-03-30,13001,850.82
548353,2011-03-30,15980,760.1800000000001
548354,2011-03-30,15981,600.0
548358,2011-03-30,15832,836.7900000000001
548359,2011-03-30,14828,493.92
548361,2011-03-30,16092,310.87
548363,2011-03-30,12428,558.4
548367,2011-03-30,17677,1337.78
548368,2011-03-30,17677,70.92
548370,2011-03-30,15528,229.32999999999998
548371,2011-03-30,17757,353.69999999999993
548372,2011-03-30,14572,116.45
548388,2011-03-30,13268,457.42
548400,2011-03-30,17400,632.8
548401,2011-03-31,14479,141.85000000000002
548403,2011-03-31,14794,16.95
